trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
282,False,"{'a': 0.75, 'e': 0.05876583027950327}",30,8,40.11720321256316,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.75, 'e': 0.05817817197670824}",20,16,7.292457693999116,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.75, 'e': 0.05759639025694116}",20,13,12.784326336886519,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.75, 'e': 0.057020426354371746}",25,13,7.432167247068572,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.75, 'e': 0.05645022209082803}",20,0,27.679089761545605,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.75, 'e': 0.05588571986991975}",25,13,22.397103859588835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.75, 'e': 0.05532686267122055}",20,15,12.19925707849489,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.75, 'e': 0.05477359404450834}",25,20,9.842581776120031,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.75, 'e': 0.05422585810406326}",30,13,33.65229417850016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.75, 'e': 0.05368359952302263}",25,19,-0.8455558129563105,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.75, 'e': 0.0531467635277924}",25,19,2.661597450956825,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.75, 'e': 0.05261529589251448}",30,15,28.208209410348992,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.75, 'e': 0.05208914293358933}",25,17,14.095459340237655,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.75, 'e': 0.05156825150425344}",20,15,8.178089859836598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.75, 'e': 0.0510525689892109}",30,16,17.532481446535524,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.75, 'e': 0.050542043299318794}",20,16,6.147676579518662,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.75, 'e': 0.050036622866325604}",25,16,16.469551327006464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.75, 'e': 0.04953625663766235}",30,16,22.84552328861535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.75, 'e': 0.04904089407128572}",20,1,32.29557239537747,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.75, 'e': 0.04855048513057287}",25,14,4.225048097041502,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.75, 'e': 0.04806498027926714}",20,8,24.634320633655832,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.75, 'e': 0.047584330476474465}",25,13,20.5597980660462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.75, 'e': 0.04710848717170972}",25,9,29.691633890789785,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.75, 'e': 0.04663740229999262}",20,10,-21.747193327376348,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.75, 'e': 0.046171028276992696}",20,6,23.259687147811402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.75, 'e': 0.045709317994222766}",20,12,14.466534237914964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.75, 'e': 0.04525222481428054}",20,12,12.963671816577989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.75, 'e': 0.04479970256613774}",25,11,24.9457387443077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.75, 'e': 0.044351705540476356}",35,18,31.119708309905675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.75, 'e': 0.043908188485071595}",20,2,31.89360866114407,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.75, 'e': 0.04346910660022087}",30,18,21.552500594457623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.75, 'e': 0.04303441553421867}",20,6,22.999259316818677,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.75, 'e': 0.04260407137887648}",20,11,19.929215362258866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.75, 'e': 0.04217803066508771}",35,23,26.530397581583788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.75, 'e': 0.04175625035843684}",20,7,21.689717403050434,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.75, 'e': 0.041338687854852466}",25,11,23.039728315673788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.75, 'e': 0.040925300976303945}",20,6,23.07528876597954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.75, 'e': 0.0405160479665409}",25,9,16.735472506154064,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.75, 'e': 0.040110887486875496}",25,11,23.408256223456192,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.75, 'e': 0.03970977861200674}",25,19,10.933294826886783,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.75, 'e': 0.039312680825886674}",20,10,20.211480084614358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.75, 'e': 0.038919554017627804}",25,18,12.524532375896264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.75, 'e': 0.03853035847745152}",20,7,26.678820834874777,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.75, 'e': 0.03814505489267701}",25,11,14.656044619358138,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.75, 'e': 0.03776360434375024}",30,13,23.445603764335758,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.75, 'e': 0.03738596830031274}",20,13,12.477849162038316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.75, 'e': 0.03701210861730961}",30,16,24.042535322531048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.75, 'e': 0.03664198753113651}",20,12,14.282683902037213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.75, 'e': 0.036275567655825146}",20,8,15.821277849089586,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.75, 'e': 0.03591281197926689}",25,10,24.781188238558933,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.75, 'e': 0.035553683859474224}",30,16,24.890736087218276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.75, 'e': 0.035198147020879485}",30,22,14.501812023977854,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.75, 'e': 0.03484616555067069}",25,3,39.170773398853,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.75, 'e': 0.03449770389516398}",25,17,14.937069390367474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.75, 'e': 0.03415272685621234}",35,15,42.93736608190863,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.75, 'e': 0.03381119958765022}",20,12,14.012430586972645,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.75, 'e': 0.03347308759177372}",25,0,37.57990718002991,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.75, 'e': 0.03313835671585598}",25,15,7.143750354272285,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.75, 'e': 0.03280697314869742}",25,17,17.752564313971476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.75, 'e': 0.03247890341721044}",20,10,19.039772913762008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.75, 'e': 0.03215411438303834}",20,6,28.01259950436588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.75, 'e': 0.031832573239207955}",20,12,14.340823149970745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.75, 'e': 0.031514247506815876}",35,23,-10.423012743475434,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
345,False,"{'a': 0.75, 'e': 0.031199105031747717}",25,17,14.517059279631706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.75, 'e': 0.03088711398143024}",25,19,12.000412365329815,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.75, 'e': 0.030578242841615935}",30,10,23.326811959280466,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.75, 'e': 0.030272460413199778}",20,13,14.366789401666562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.75, 'e': 0.02996973580906778}",25,17,14.037218013268593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.75, 'e': 0.029670038450977102}",20,11,14.488204430012146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.75, 'e': 0.02937333806646733}",25,19,10.003787694289912,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.75, 'e': 0.029079604685802656}",20,14,10.218637412338433,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.75, 'e': 0.02878880863894463}",25,8,32.59124470340639,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.75, 'e': 0.02850092055255518}",20,9,15.168429014437756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.75, 'e': 0.02821591134702963}",20,11,15.96693236511935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.75, 'e': 0.027933752233559334}",30,16,25.161334207876106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.75, 'e': 0.027654414711223742}",20,14,11.182152191591507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.75, 'e': 0.027377870564111503}",20,10,14.886843746849516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.75, 'e': 0.02710409185847039}",30,22,15.576822757458597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.75, 'e': 0.026833050939885684}",20,14,12.02525707933623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.75, 'e': 0.026564720430486827}",25,19,13.59925535610323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.75, 'e': 0.026299073226181958}",20,16,6.35494901533492,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.75, 'e': 0.026036082493920136}",20,9,19.633046375741905,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.75, 'e': 0.025775721668980935}",30,18,21.952428159251635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.75, 'e': 0.025517964452291125}",30,17,23.496830421310012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.75, 'e': 0.025262784807768213}",35,22,14.041660617686041,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.75, 'e': 0.025010156959690534}",25,9,26.406518583508888,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.75, 'e': 0.024760055390093627}",20,12,17.154301375692196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.75, 'e': 0.02451245483619269}",20,9,-19.218350804939867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.75, 'e': 0.024267330287830763}",25,11,25.68176642174133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.75, 'e': 0.024024656984952455}",20,12,13.793087244056174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.75, 'e': 0.02378441041510293}",30,13,31.960460594167834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.75, 'e': 0.0235465663109519}",20,5,26.215979328155825,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.75, 'e': 0.02331110064784238}",20,12,17.419374571807815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.75, 'e': 0.02307798964136396}",20,16,8.186453277784267,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.75, 'e': 0.022847209744950317}",20,16,8.331487946888105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.75, 'e': 0.022618737647500813}",25,18,10.882868189827722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.75, 'e': 0.022392550271025807}",30,20,21.063844886217755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.75, 'e': 0.022168624768315548}",25,11,11.18247317569681,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.75, 'e': 0.021946938520632394}",25,15,18.075973337043763,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.75, 'e': 0.02172746913542607}",20,9,22.12610904324321,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.75, 'e': 0.021510194444071807}",20,7,22.720553109177505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.75, 'e': 0.021295092499631088}",20,8,21.946082084164544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.75, 'e': 0.02108214157463478}",20,14,10.432829570971688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.75, 'e': 0.02087132015888843}",25,11,-3.157906224487993,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
386,False,"{'a': 0.75, 'e': 0.020662606957299545}",30,14,29.437841282873187,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.75, 'e': 0.02045598088772655}",25,15,19.121136906553804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.75, 'e': 0.020251421078849283}",20,9,15.16195688219718,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.75, 'e': 0.02004890686806079}",20,6,11.424341719621022,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.75, 'e': 0.019848417799380184}",25,10,27.88582969368066,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.75, 'e': 0.01964993362138638}",20,14,12.907862621102755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.75, 'e': 0.019453434285172516}",25,12,26.298259098753142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.75, 'e': 0.01925889994232079}",30,22,14.636194277160058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.75, 'e': 0.019066310942897582}",20,13,13.199529118247668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.75, 'e': 0.01887564783346861}",25,11,25.272881125215864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.75, 'e': 0.018686891355133923}",20,8,25.41244635377587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.75, 'e': 0.01850002244158258}",30,16,30.371801595576155,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.75, 'e': 0.018315022217166757}",20,13,12.369389767209313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.75, 'e': 0.018131871994995087}",20,15,10.929537206468002,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.75, 'e': 0.017950553275045137}",20,13,11.126433755200821,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.75, 'e': 0.017771047742294686}",35,18,34.948028866523195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.75, 'e': 0.01759333726487174}",20,6,23.87338999770907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.75, 'e': 0.017417403892223023}",25,7,15.14205912349404,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.75, 'e': 0.01724322985330079}",30,17,22.047632722702108,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.75, 'e': 0.017070797554767782}",30,16,27.349926504514464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.75, 'e': 0.016900089579220106}",20,14,12.106694720477869,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.75, 'e': 0.016731088683427903}",25,17,16.590866288403852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.75, 'e': 0.016563777796593626}",20,12,11.487773157455301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.75, 'e': 0.016398140018627688}",20,12,15.478810057688975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.75, 'e': 0.01623415861844141}",25,13,11.645027502108015,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.75, 'e': 0.016071817032256998}",25,15,20.55173991424287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.75, 'e': 0.015911098861934425}",20,7,23.524801159613567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.75, 'e': 0.015751987873315082}",25,3,31.429279830813353,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.75, 'e': 0.015594467994581931}",20,12,14.872824164394952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.75, 'e': 0.015438523314636111}",30,13,28.997521839615825,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.75, 'e': 0.01528413808148975}",30,16,22.845381878898305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.75, 'e': 0.015131296700674854}",20,0,27.773398933416434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.75, 'e': 0.014979983733668104}",30,18,20.99325818248562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.75, 'e': 0.014830183896331423}",20,16,7.560566734191042,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.75, 'e': 0.014681882057368109}",20,9,19.611059570572642,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.75, 'e': 0.014535063236794427}",25,20,7.486764333038434,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.75, 'e': 0.014389712604426484}",20,10,18.232970076717937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.75, 'e': 0.014245815478382218}",20,6,25.837754688931355,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.75, 'e': 0.014103357323598397}",30,18,19.26020947125893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.75, 'e': 0.013962323750362412}",20,13,16.65167153204456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.75, 'e': 0.013822700512858787}",30,24,11.139605961731894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.75, 'e': 0.013684473507730199}",25,17,18.104277730909278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.75, 'e': 0.013547628772652897}",20,11,7.419071441226989,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.75, 'e': 0.013412152484926368}",20,16,6.642453930357318,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.75, 'e': 0.013278030960077104}",25,14,22.530274020493835,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.75, 'e': 0.013145250650476333}",20,12,13.017166038258296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.75, 'e': 0.01301379814397157}",25,17,13.16638006901465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.75, 'e': 0.012883660162531854}",20,16,6.710235809444909,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.75, 'e': 0.012754823560906535}",25,18,10.929481794743282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.75, 'e': 0.01262727532529747}",25,12,27.74266696447764,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.75, 'e': 0.012501002572044496}",20,8,21.223597205604108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.75, 'e': 0.01237599254632405}",25,18,12.220315524208804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.75, 'e': 0.012252232620860809}",20,16,8.94718725776236,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.75, 'e': 0.012129710294652202}",30,16,25.862578311209226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.75, 'e': 0.01200841319170568}",25,12,13.13468020628588,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.75, 'e': 0.011888329059788622}",25,11,26.014319902370097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.75, 'e': 0.011769445769190735}",25,13,26.332792189314524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.75, 'e': 0.011651751311498829}",20,15,8.985725610694457,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.75, 'e': 0.01153523379838384}",30,10,35.088714344163925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.75, 'e': 0.011419881460400001}",20,7,27.0905474483168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.75, 'e': 0.011305682645796001}",25,12,16.510609832061213,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.75, 'e': 0.011192625819338041}",25,13,25.47897552165733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.75, 'e': 0.011080699561144661}",20,16,7.320165046144526,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.75, 'e': 0.010969892565533214}",25,13,19.54461845777666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.75, 'e': 0.010860193639877882}",20,12,18.35936885380869,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.75, 'e': 0.010751591703479103}",20,7,22.98540892664347,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.75, 'e': 0.010644075786444312}",20,16,9.405054465134024,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.75, 'e': 0.01053763502857987}",25,18,13.022072434323071,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.75, 'e': 0.01043225867829407}",25,6,38.959073971074005,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.75, 'e': 0.01032793609151113}",35,21,23.532148922244133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.75, 'e': 0.010224656730596018}",20,8,20.252934514490196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.75, 'e': 0.010122410163290057}",20,16,7.531046815386522,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.75, 'e': 0.010021186061657156}",20,7,26.599662027257974,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.75, 'e': 0.009920974201040586}",25,8,27.740551894622765,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,15,11.777019069077962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,18,12.398543951235979,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,8,36.16528930232697,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,22.010468551927318,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,9,32.92128226251712,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,20,8.91738366296248,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,16.966292635629262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,12,16.37131287399501,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,11,24.039468257253713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
